Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Total_Hours_Worked,Average_Hours_Per_Day,Max_Hours_Per_Day,Min_Hours_Per_Day
31,0,1,Research & Development,24,1,Medical,142,1,3,Laboratory Technician,Married,44400,1.0,13,1,4.0,2,4,3,2,3,3,4,1,3,1843h 21min,7h 3min,7h 56min,6h 15min
39,0,2,Research & Development,26,4,Technical Degree,143,0,1,Sales Executive,Divorced,30670,1.0,20,1,21.0,5,21,1,6,1,4,2,3,3,2351h 33min,9h 0min,9h 45min,8h 9min
56,0,2,Research & Development,20,4,Life Sciences,144,0,3,Sales Executive,Married,53210,9.0,14,0,36.0,1,7,7,7,3,3,3,1,2,1936h 38min,7h 25min,8h 26min,6h 33min
30,0,1,Sales,5,4,Medical,145,0,2,Manufacturing Director,Single,54100,0.0,17,1,6.0,2,5,4,4,3,3,2,3,3,1979h 30min,7h 35min,8h 26min,6h 46min
41,0,1,Research & Development,7,3,Technical Degree,146,0,3,Research Scientist,Married,27820,1.0,14,0,10.0,2,10,0,7,2,3,2,1,3,1727h 16min,6h 37min,7h 24min,5h 49min
28,0,1,Research & Development,7,3,Medical,147,1,3,Healthcare Representative,Divorced,119570,1.0,13,0,10.0,2,10,1,8,2,3,3,1,3,1615h 39min,6h 11min,7h 6min,5h 26min
25,1,1,Research & Development,5,2,Life Sciences,148,0,3,Laboratory Technician,Married,26600,5.0,13,0,6.0,3,2,0,2,3,3,1,1,3,1688h 9min,6h 28min,7h 33min,5h 32min
52,0,1,Research & Development,26,2,Life Sciences,149,0,2,Sales Representative,Married,33750,2.0,21,0,28.0,2,5,0,4,2,4,4,3,3,2138h 16min,8h 11min,9h 16min,7h 16min
45,0,1,Research & Development,2,3,Medical,150,0,1,Sales Executive,Married,50980,3.0,14,1,8.0,4,2,0,2,3,3,1,4,2,1773h 38min,6h 47min,7h 30min,6h 10min
52,0,1,Research & Development,12,3,Medical,151,1,2,Research Scientist,Married,48780,2.0,11,1,31.0,3,5,1,4,3,3,4,4,1,1906h 15min,7h 18min,8h 9min,6h 31min
42,0,2,Sales,10,3,Marketing,152,0,2,Healthcare Representative,Divorced,28370,2.0,13,1,19.0,0,5,0,2,2,3,1,3,3,1779h 18min,6h 49min,7h 53min,6h 1min
30,0,1,Sales,25,3,Marketing,153,1,1,Sales Executive,Single,24060,2.0,20,1,11.0,5,5,0,2,3,4,3,4,3,1911h 56min,7h 19min,8h 22min,6h 23min
60,0,1,Research & Development,10,3,Life Sciences,154,0,1,Manufacturing Director,Married,22690,5.0,18,1,33.0,4,29,11,10,3,3,1,1,1,1608h 51min,6h 9min,6h 58min,5h 24min
46,0,1,Sales,19,4,Marketing,155,0,1,Sales Executive,Divorced,41080,2.0,14,0,19.0,5,10,0,8,2,3,3,3,2,1987h 58min,7h 37min,8h 30min,6h 46min
42,0,2,Research & Development,18,4,Technical Degree,156,1,4,Sales Executive,Married,132060,0.0,13,2,7.0,2,6,0,4,3,3,4,4,4,1721h 31min,6h 35min,7h 33min,5h 50min
24,1,1,Research & Development,27,2,Medical,157,1,1,Research Scientist,Single,104220,1.0,17,1,6.0,0,5,1,4,2,3,1,2,3,2780h 26min,10h 39min,11h 18min,9h 37min
34,1,2,Research & Development,5,3,Medical,158,1,2,Research Scientist,Divorced,137440,0.0,20,1,3.0,3,2,1,0,3,4,4,3,2,1618h 40min,6h 12min,6h 56min,5h 20min
38,0,2,Sales,3,3,Marketing,159,0,2,Sales Executive,Married,49070,1.0,11,1,1.0,3,1,0,0,3,3,4,4,3,2239h 20min,8h 34min,9h 20min,7h 46min
40,0,1,Sales,26,4,Marketing,160,0,1,Sales Executive,Married,34820,0.0,18,1,21.0,2,20,1,12,2,3,3,3,3,1568h 0min,6h 0min,6h 57min,5h 12min
26,0,1,Research & Development,3,2,Medical,161,0,4,Healthcare Representative,Divorced,24360,1.0,24,0,3.0,2,3,0,2,4,4,1,4,1,1640h 51min,6h 17min,7h 19min,5h 29min
30,0,0,Research & Development,15,3,Medical,162,0,2,Sales Executive,Married,23800,4.0,18,3,9.0,2,5,1,4,2,3,3,4,1,2065h 18min,7h 54min,8h 41min,7h 11min
29,0,1,Research & Development,8,3,Medical,163,0,3,Manufacturing Director,Married,194310,1.0,11,0,10.0,3,10,0,7,3,3,2,3,3,1872h 14min,7h 10min,7h 58min,6h 16min
29,1,1,Research & Development,19,4,Life Sciences,164,1,3,Research Scientist,Married,17900,5.0,16,1,6.0,4,2,1,1,2,3,3,2,4,1735h 57min,6h 39min,7h 25min,5h 49min
19,1,1,Research & Development,4,3,Medical,165,1,1,Sales Executive,Single,76440,1.0,15,2,1.0,2,1,0,0,3,3,1,4,4,2066h 7min,7h 54min,8h 39min,6h 59min
30,0,0,Research & Development,2,4,Life Sciences,166,0,3,Research Scientist,Married,51310,0.0,15,1,10.0,2,9,7,8,3,3,3,1,3,1753h 25min,6h 43min,7h 38min,5h 48min
57,0,1,Research & Development,2,2,Life Sciences,167,1,4,Research Scientist,Divorced,63060,3.0,12,1,32.0,3,1,0,0,3,3,1,4,2,1638h 24min,6h 16min,7h 10min,5h 21min
50,0,1,Sales,10,4,Life Sciences,168,0,3,Manager,Married,47870,0.0,12,0,28.0,3,27,15,7,3,3,2,3,3,1874h 19min,7h 10min,7h 54min,6h 14min
30,0,0,Sales,10,2,Life Sciences,169,1,3,Laboratory Technician,Single,188800,0.0,22,1,12.0,3,11,6,7,3,4,3,4,2,1639h 33min,6h 16min,7h 0min,5h 15min
60,0,2,Research & Development,16,3,Life Sciences,170,0,4,Laboratory Technician,Married,23390,4.0,20,0,22.0,4,18,13,11,3,4,3,1,4,1880h 50min,7h 12min,8h 9min,6h 15min
47,0,1,Research & Development,1,3,Technical Degree,171,1,5,Manufacturing Director,Divorced,135700,5.0,16,2,20.0,2,5,0,4,2,3,1,4,3,2036h 5min,7h 48min,8h 35min,6h 46min
46,0,1,Sales,4,1,Technical Degree,172,1,1,Laboratory Technician,Married,67120,6.0,21,1,26.0,3,3,0,1,2,4,1,3,1,1775h 44min,6h 48min,7h 35min,6h 2min
35,0,1,Research & Development,15,2,Medical,173,0,2,Laboratory Technician,Single,54060,0.0,12,1,6.0,2,5,4,3,3,3,4,3,3,1692h 21min,6h 29min,7h 15min,5h 41min
54,0,1,Research & Development,2,4,Medical,174,1,2,Human Resources,Single,89380,7.0,11,3,19.0,2,1,0,0,3,3,3,3,3,1997h 28min,7h 39min,8h 31min,6h 51min
34,0,1,Sales,8,2,Life Sciences,175,1,1,Laboratory Technician,Divorced,24390,3.0,11,2,14.0,2,7,5,7,4,3,4,3,3,1978h 1min,7h 34min,8h 26min,6h 45min
46,0,1,Research & Development,2,3,Life Sciences,176,1,1,Healthcare Representative,Married,88370,2.0,18,0,15.0,3,3,1,2,2,3,3,4,3,2396h 22min,9h 10min,10h 7min,8h 31min
31,0,1,Research & Development,7,3,Life Sciences,177,1,2,Research Director,Divorced,53430,1.0,14,1,13.0,3,13,0,8,3,3,3,2,4,1665h 50min,6h 22min,7h 1min,5h 38min
33,1,1,Research & Development,10,3,Life Sciences,178,0,4,Research Director,Married,67280,7.0,22,0,15.0,2,7,7,7,2,4,2,3,4,2212h 52min,8h 28min,9h 11min,7h 38min
33,1,1,Sales,5,4,Marketing,179,1,2,Research Director,Divorced,66520,7.0,25,0,8.0,5,4,1,3,3,4,1,4,3,1817h 51min,6h 57min,7h 49min,5h 46min
30,0,1,Research & Development,2,3,Life Sciences,180,1,1,Sales Executive,Single,48500,0.0,12,1,4.0,4,3,1,2,3,3,4,2,3,1689h 44min,6h 28min,7h 15min,5h 23min
35,0,1,Research & Development,12,2,Medical,181,0,2,Sales Representative,Married,28090,4.0,23,1,10.0,2,8,0,0,1,4,4,3,3,2315h 20min,8h 52min,9h 48min,8h 5min
31,1,2,Research & Development,22,2,Medical,182,0,2,Sales Executive,Married,56890,3.0,15,2,12.0,2,1,0,0,2,3,1,3,3,1721h 18min,6h 35min,7h 31min,5h 47min
34,1,2,Sales,17,1,Marketing,183,1,1,Research Director,Divorced,20010,9.0,22,1,11.0,5,3,0,2,4,4,2,1,3,2869h 31min,10h 59min,11h 48min,10h 3min
42,0,2,Research & Development,2,4,Medical,184,0,1,Research Scientist,Married,29770,4.0,15,3,8.0,3,2,2,0,2,3,2,3,3,2038h 13min,7h 48min,8h 39min,7h 0min
36,0,0,Research & Development,3,4,Medical,185,1,1,Research Scientist,Single,40250,1.0,11,0,10.0,3,10,9,7,3,3,2,4,2,1886h 13min,7h 13min,7h 58min,6h 27min
22,1,2,Research & Development,7,3,Medical,186,0,2,Laboratory Technician,Single,37850,5.0,13,2,4.0,2,2,1,2,3,3,3,3,3,1675h 18min,6h 25min,7h 15min,5h 38min
48,0,1,Research & Development,6,3,Medical,187,1,1,Laboratory Technician,Married,108540,2.0,14,1,14.0,6,9,6,7,3,3,2,4,3,1770h 25min,6h 46min,7h 27min,6h 4min
55,0,1,Research & Development,1,3,Medical,188,0,1,Sales Executive,Single,120310,3.0,11,0,37.0,5,10,7,7,3,3,1,2,3,1927h 55min,7h 23min,8h 24min,6h 35min
41,0,0,Research & Development,3,2,Life Sciences,189,0,2,Research Scientist,Single,99360,7.0,17,1,16.0,2,14,1,10,2,3,4,4,3,1616h 44min,6h 11min,7h 4min,5h 15min
35,0,1,Research & Development,22,3,Medical,190,0,1,Sales Representative,Married,29660,9.0,18,0,15.0,2,11,6,9,2,3,2,3,3,1570h 46min,6h 1min,6h 51min,4h 55min
40,0,1,Research & Development,15,3,Life Sciences,191,0,2,Laboratory Technician,Single,25710,7.0,14,0,22.0,1,20,5,13,3,3,2,3,3,1904h 53min,7h 17min,8h 9min,6h 20min
39,0,2,Research & Development,12,1,Medical,192,1,1,Research Scientist,Married,99910,1.0,16,1,8.0,3,8,0,7,3,3,3,3,3,1842h 56min,7h 3min,7h 53min,6h 16min
31,0,1,Research & Development,1,4,Life Sciences,193,1,3,Research Director,Single,61420,4.0,13,2,10.0,2,6,0,5,2,3,2,4,4,2276h 15min,8h 43min,9h 46min,7h 48min
42,0,1,Research & Development,5,3,Medical,194,1,3,Sales Executive,Married,53900,1.0,14,0,10.0,3,10,5,8,3,3,4,1,2,2822h 13min,10h 48min,11h 33min,9h 58min
45,0,1,Research & Development,2,1,Medical,195,0,4,Sales Executive,Married,44040,0.0,23,0,9.0,2,8,3,7,3,4,4,2,4,1934h 54min,7h 24min,8h 16min,6h 45min
26,1,2,Research & Development,2,1,Life Sciences,196,0,2,Laboratory Technician,Divorced,59930,0.0,12,0,8.0,3,7,1,0,3,3,3,3,2,2397h 13min,9h 11min,9h 58min,8h 13min
29,0,1,Research & Development,5,3,Medical,197,1,1,Research Scientist,Divorced,51300,4.0,11,0,8.0,3,3,1,2,2,3,4,4,4,1931h 58min,7h 24min,8h 7min,6h 30min
33,0,1,Research & Development,16,3,Medical,198,0,1,Laboratory Technician,Divorced,20900,4.0,16,0,10.0,2,6,0,5,3,3,1,3,3,1931h 16min,7h 23min,8h 7min,6h 42min
31,0,1,Research & Development,2,4,Life Sciences,199,0,1,Sales Executive,Divorced,29090,9.0,14,2,10.0,2,5,0,1,3,3,3,4,2,1750h 47min,6h 42min,7h 21min,5h 54min
18,1,2,Research & Development,2,3,Technical Degree,200,1,1,Sales Executive,Single,34680,1.0,18,2,0.0,4,0,0,0,4,3,2,2,3,2409h 50min,9h 13min,10h 5min,8h 11min
40,0,0,Research & Development,1,4,Technical Degree,201,0,2,Laboratory Technician,Divorced,30680,3.0,19,0,20.0,3,1,0,1,2,3,3,1,3,1796h 28min,6h 52min,7h 33min,6h 3min
41,0,0,Research & Development,23,3,Life Sciences,202,1,2,Manufacturing Director,Single,26700,2.0,15,2,10.0,2,8,0,7,2,3,1,3,3,2423h 54min,9h 17min,10h 0min,8h 28min
26,0,1,Research & Development,9,4,Medical,203,1,3,Healthcare Representative,Divorced,26930,5.0,17,3,8.0,3,0,0,0,2,3,1,3,3,1570h 34min,6h 1min,6h 46min,5h 23min
35,0,1,Research & Development,16,4,Medical,204,1,2,Human Resources,Single,95260,1.0,15,0,5.0,2,5,0,3,2,3,1,3,3,1651h 0min,6h 19min,7h 8min,5h 29min
34,0,1,Research & Development,26,3,Medical,205,1,1,Laboratory Technician,Single,52370,1.0,19,1,10.0,3,10,5,7,2,3,4,4,3,1671h 24min,6h 24min,7h 15min,5h 26min
26,1,1,Sales,1,3,Marketing,206,0,2,Manufacturing Director,Single,24260,1.0,22,0,1.0,3,1,0,0,1,4,3,4,1,2283h 11min,8h 44min,9h 20min,7h 57min
37,0,1,Research & Development,8,1,Life Sciences,207,1,1,Sales Executive,Single,41930,4.0,16,1,12.0,5,6,1,2,3,3,2,4,4,1928h 36min,7h 23min,8h 7min,6h 35min
46,0,2,Research & Development,4,1,Medical,208,1,5,Human Resources,Married,29110,5.0,13,0,28.0,3,2,1,2,3,3,1,3,2,1615h 48min,6h 11min,7h 3min,5h 24min
41,0,1,Research & Development,24,1,Life Sciences,209,1,1,Research Director,Married,26610,7.0,14,1,22.0,2,18,11,8,3,3,2,1,3,2010h 30min,7h 42min,8h 28min,6h 53min
37,0,0,Research & Development,7,2,Medical,210,1,1,Sales Executive,Divorced,20280,1.0,16,1,9.0,3,9,7,7,3,3,1,2,3,1959h 11min,7h 30min,8h 13min,6h 46min
52,0,1,Sales,2,1,Medical,211,1,1,Laboratory Technician,Divorced,99800,,11,1,18.0,2,10,6,9,3,3,4,1,3,2367h 9min,9h 4min,9h 43min,8h 24min
32,1,0,Research & Development,7,2,Life Sciences,212,0,2,Research Director,Married,32980,8.0,22,0,6.0,4,4,1,2,2,4,4,3,3,1565h 9min,5h 59min,6h 44min,5h 1min
24,0,2,Sales,22,3,Life Sciences,213,0,1,Healthcare Representative,Married,29350,0.0,14,2,3.0,5,2,2,1,2,3,4,4,3,1574h 19min,6h 1min,6h 45min,5h 10min
38,0,1,Research & Development,5,3,Life Sciences,214,0,1,Research Scientist,Married,154270,3.0,16,1,18.0,2,1,0,0,3,3,3,3,3,1572h 2min,6h 1min,7h 4min,5h 6min
37,0,1,Research & Development,1,4,Technical Degree,215,0,5,Research Scientist,Married,39440,6.0,11,2,8.0,3,6,4,3,3,3,2,2,2,1800h 38min,6h 53min,7h 34min,6h 11min
49,0,1,Sales,21,1,Life Sciences,216,1,1,Sales Executive,Divorced,40110,1.0,18,2,31.0,2,31,0,9,1,3,4,3,3,2813h 28min,10h 46min,11h 39min,10h 1min
24,0,1,Sales,1,3,Marketing,217,0,1,Sales Executive,Married,34070,1.0,15,2,6.0,2,6,1,4,2,3,2,4,3,2342h 56min,8h 58min,9h 50min,8h 9min
26,0,1,Research & Development,19,4,Technical Degree,218,0,4,Sales Executive,Married,119940,1.0,14,1,6.0,6,5,1,4,3,3,1,2,4,1928h 29min,7h 23min,8h 20min,6h 38min
24,0,1,Sales,7,3,Medical,219,0,1,Laboratory Technician,Married,12320,1.0,12,0,1.0,4,1,0,0,1,3,4,2,3,1778h 30min,6h 48min,7h 56min,6h 9min
50,0,2,Sales,2,2,Marketing,220,1,1,Sales Executive,Married,29600,1.0,14,3,32.0,2,32,10,7,3,3,1,2,3,1770h 0min,6h 46min,7h 33min,6h 8min
25,0,1,Research & Development,2,3,Life Sciences,221,1,1,Research Scientist,Married,190940,1.0,16,0,7.0,3,7,0,6,2,3,2,3,3,1931h 32min,7h 24min,8h 20min,6h 39min
24,1,2,Research & Development,2,3,Medical,222,1,2,Research Scientist,Married,39190,1.0,21,0,6.0,3,6,1,2,3,4,1,3,3,2825h 20min,10h 49min,11h 35min,9h 45min
30,1,2,Research & Development,9,3,Other,223,1,2,Healthcare Representative,Married,68250,1.0,14,0,1.0,2,1,0,0,3,3,2,1,4,1797h 12min,6h 53min,7h 39min,6h 0min
34,0,1,Sales,6,2,Life Sciences,224,1,4,Research Director,Married,102480,1.0,12,1,6.0,4,6,1,3,3,3,2,4,3,2323h 43min,8h 54min,9h 41min,8h 3min
31,1,1,Research & Development,9,1,Medical,225,0,1,Sales Representative,Divorced,189470,2.0,12,2,9.0,2,3,1,2,2,3,2,1,1,1744h 54min,6h 41min,7h 30min,5h 57min
35,0,1,Research & Development,2,3,Life Sciences,226,0,5,Sales Executive,Single,24960,4.0,17,3,9.0,3,3,0,2,3,3,1,4,3,2068h 39min,7h 55min,8h 48min,7h 8min
31,0,1,Sales,1,3,Marketing,227,0,2,Sales Executive,Divorced,64650,4.0,17,0,13.0,3,7,5,7,3,3,1,4,4,1646h 15min,6h 18min,7h 5min,5h 20min
27,0,1,Sales,22,4,Medical,228,1,1,Sales Representative,Divorced,22060,0.0,14,1,6.0,4,5,0,3,3,3,1,3,2,2057h 56min,7h 53min,8h 54min,7h 15min
37,0,1,Sales,9,4,Marketing,229,0,2,Laboratory Technician,Married,20860,4.0,14,0,17.0,3,3,1,0,3,3,4,3,2,2319h 31min,8h 53min,9h 54min,8h 5min
20,0,1,Research & Development,17,4,Medical,230,0,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,1,3,4,2,4,1851h 5min,7h 5min,7h 46min,6h 16min
42,0,1,Research & Development,28,4,Life Sciences,231,0,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3,3,3,4,3,1955h 32min,7h 29min,8h 20min,6h 29min
43,0,1,Research & Development,10,5,Technical Degree,232,0,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,3,3,2,4,2,2266h 37min,8h 41min,9h 26min,7h 46min
38,0,1,Human Resources,2,4,Medical,233,1,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,4,3,3,1,2,1774h 21min,6h 47min,7h 35min,5h 45min
43,0,2,Sales,4,3,Medical,234,0,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,3,3,4,3,3,2380h 54min,9h 7min,9h 56min,8h 18min
48,0,1,Research & Development,8,1,Medical,235,1,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4,3,4,1,1,1833h 15min,7h 1min,8h 1min,6h 18min
44,0,1,Sales,29,4,Marketing,236,1,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,4,4,1,3,4,1751h 38min,6h 42min,7h 34min,5h 54min
34,0,1,Research & Development,13,4,Life Sciences,237,0,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,2,4,3,3,3,2193h 33min,8h 24min,9h 11min,7h 41min
27,1,1,Sales,27,3,Life Sciences,238,1,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3,3,3,1,3,1691h 58min,6h 28min,7h 15min,5h 40min
21,0,1,Sales,16,2,Life Sciences,239,1,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,1,3,3,3,3,1887h 43min,7h 13min,8h 1min,6h 33min
44,0,1,Research & Development,2,2,Life Sciences,240,1,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,3,3,4,4,4,2268h 24min,8h 41min,9h 28min,7h 45min
22,0,1,Research & Development,2,2,Medical,241,0,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,2,3,1,3,3,1575h 15min,6h 2min,6h 50min,5h 14min
33,0,1,Sales,13,4,Marketing,242,0,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3,3,3,3,3,1901h 47min,7h 17min,8h 5min,6h 28min
32,0,1,Research & Development,1,1,Life Sciences,243,0,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,3,3,1,4,2,2447h 45min,9h 22min,10h 41min,8h 39min
30,0,2,Research & Development,4,5,Technical Degree,244,1,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3,3,3,3,3,1910h 0min,7h 19min,8h 3min,6h 30min
53,0,1,Research & Development,24,3,Other,245,0,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,2,3,4,1,4,1856h 45min,7h 6min,7h 58min,6h 19min
34,0,1,Research & Development,1,5,Medical,246,1,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,3,3,2,4,2,1941h 13min,7h 26min,8h 7min,6h 32min
45,1,2,Research & Development,19,4,Life Sciences,247,1,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,3,3,1,1,3,1978h 30min,7h 34min,8h 26min,6h 46min
26,0,1,Research & Development,7,2,Life Sciences,248,1,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,4,3,3,4,3,2599h 18min,9h 57min,10h 50min,9h 11min
37,0,1,Research & Development,4,3,Medical,249,1,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,2,3,3,3,3,1622h 0min,6h 12min,7h 10min,5h 23min
29,0,1,Research & Development,2,3,Life Sciences,250,0,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,3,3,2,3,2,1777h 51min,6h 48min,7h 41min,5h 56min
35,0,1,Research & Development,10,5,Medical,251,0,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,3,3,2,4,3,1739h 0min,6h 39min,7h 30min,5h 48min
33,0,2,Research & Development,8,3,Technical Degree,252,1,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3,4,3,4,1,1960h 58min,7h 30min,8h 28min,6h 46min
54,0,1,Research & Development,5,2,Life Sciences,253,0,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,2,3,3,2,4,1673h 2min,6h 24min,7h 21min,5h 30min
36,0,1,Research & Development,8,3,Life Sciences,254,1,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2,3,2,2,3,2792h 54min,10h 42min,11h 31min,9h 43min
27,0,1,Sales,9,3,Marketing,255,1,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1,3,1,4,3,1825h 38min,6h 59min,7h 55min,6h 9min
20,1,1,Research & Development,1,3,Life Sciences,256,1,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,2,3,4,3,3,2251h 9min,8h 37min,9h 20min,7h 56min
33,1,2,Research & Development,15,4,Medical,257,0,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,3,3,1,1,3,2714h 37min,10h 24min,11h 18min,9h 43min
35,0,0,Research & Development,2,1,Medical,258,1,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,4,3,3,3,3,1757h 21min,6h 43min,7h 25min,5h 53min
23,0,1,Research & Development,2,3,Life Sciences,259,1,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,3,3,1,1,4,1849h 32min,7h 5min,7h 57min,6h 13min
25,0,1,Research & Development,11,3,Medical,260,1,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,3,3,4,2,3,2003h 29min,7h 40min,8h 35min,6h 49min
38,0,1,Research & Development,16,3,Life Sciences,261,1,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,2,4,4,4,3,1774h 46min,6h 47min,7h 44min,5h 55min
29,0,2,Sales,2,4,Life Sciences,262,1,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2,3,2,4,3,2037h 32min,7h 48min,8h 39min,7h 0min
48,0,1,Research & Development,16,3,Technical Degree,263,1,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,4,3,2,2,3,1851h 11min,7h 5min,8h 13min,6h 25min
27,0,2,Sales,4,3,Technical Degree,264,1,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,3,3,4,4,3,2318h 37min,8h 53min,9h 48min,8h 1min
37,0,1,Research & Development,16,3,Life Sciences,265,1,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4,3,4,4,3,1984h 13min,7h 36min,8h 18min,6h 49min
50,0,1,Sales,5,3,Medical,266,1,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4,3,4,3,3,2380h 50min,9h 7min,10h 3min,8h 3min
34,0,1,Research & Development,18,1,Medical,267,1,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,3,4,4,2,4,1783h 15min,6h 49min,7h 44min,5h 55min
24,1,1,Research & Development,17,2,Life Sciences,268,0,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1,3,1,3,3,1960h 6min,7h 30min,8h 26min,6h 46min
39,0,1,Research & Development,12,5,Medical,269,0,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,3,3,4,3,3,1752h 35min,6h 42min,7h 35min,5h 56min
32,0,1,Research & Development,2,3,Life Sciences,270,1,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,1,3,4,4,2,2061h 1min,7h 53min,9h 7min,7h 3min
50,1,2,Research & Development,4,2,Medical,271,1,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2,3,2,3,3,2141h 1min,8h 12min,8h 58min,7h 14min
38,0,1,Research & Development,9,4,Life Sciences,272,1,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2,3,2,4,2,1871h 31min,7h 10min,7h 56min,6h 25min
27,0,1,Research & Development,10,3,Medical,273,1,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,2,4,3,1,3,1700h 18min,6h 30min,7h 13min,5h 30min
32,0,1,Sales,1,3,Medical,274,1,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3,3,3,4,3,2069h 56min,7h 55min,8h 39min,7h 3min
47,0,1,Research & Development,2,3,Medical,275,0,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,3,3,4,1,3,1754h 10min,6h 43min,7h 35min,5h 51min
40,0,2,Research & Development,3,4,Medical,276,0,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,3,3,4,1,3,2248h 43min,8h 36min,9h 37min,7h 35min
53,0,1,Research & Development,7,1,Life Sciences,277,1,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3,3,3,3,3,1762h 57min,6h 45min,7h 31min,6h 0min
41,0,1,Sales,6,3,Medical,278,1,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,3,4,2,4,2,2013h 24min,7h 42min,8h 30min,7h 0min
60,0,1,Research & Development,8,2,Life Sciences,279,0,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,4,4,1,1,3,1725h 54min,6h 36min,7h 34min,5h 24min
27,0,2,Research & Development,29,1,Life Sciences,280,1,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,2,3,4,1,2,1917h 8min,7h 20min,8h 9min,6h 24min
41,0,1,Research & Development,3,3,Medical,281,1,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,3,3,4,3,3,1610h 23min,6h 10min,6h 58min,5h 20min
50,0,1,Sales,9,3,Life Sciences,282,1,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4,4,4,2,3,1927h 30min,7h 23min,8h 5min,6h 35min
28,1,1,Sales,2,4,Life Sciences,283,1,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,2,3,1,2,3,2114h 7min,8h 6min,8h 56min,7h 24min
36,0,0,Research & Development,10,4,Technical Degree,284,0,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,3,3,1,1,3,1571h 40min,6h 1min,6h 46min,5h 21min
